3670-MEEUWEN-GRUITRODE,-0.212753,-0.163178,0.226326,0.089318,-0.0267364,-0.266572,-0.0652916,-0.000663699,-0.16648,-0.0791932,0.0998408,-0.0343904,-0.617749,-0.0561559,0.602465
9120-KALLO,0.277899,-0.344069,0.168911,-0.124261,0.0884709,0.346017,0.374958,0.0799142,-0.340429,-0.20394,-0.0173345,-0.00339932,-0.297385,-0.444917,-0.204202
9280-LEBBEKE,0.408519,-0.472422,0.497403,-0.123819,-0.301545,0.0118519,0.00107309,0.112882,-0.238763,0.159015,0.165264,-0.0113544,0.0180063,-0.0544539,0.361043
2200-NOORDERWIJK,-0.338935,-0.13421,0.0316408,-0.297628,-0.35926,0.0199574,-0.193198,0.341304,-0.299937,-0.498435,-0.0141675,0.308421,-0.169422,-0.0791971,-0.159832
2290-VORSELAAR,-0.271146,0.072697,0.092758,-0.211213,-0.173635,0.37054,-0.242713,0.287525,-0.287791,-0.576466,-0.130478,0.15515,-0.289714,-0.124998,0.0562165
2050-ANTWERPEN,0.410393,-0.167524,0.0120692,-0.437483,-0.0079929,0.332268,0.187122,0.215148,-0.0143367,-0.0715521,0.057744,0.183771,-0.449395,-0.310909,-0.281347
9050-GENT,0.36771,0.254048,0.324362,-0.171141,0.0841655,-0.291432,-0.0765764,0.0313481,-0.140887,-0.590387,-0.0242924,0.202115,0.0360572,-0.321963,0.228209
8755-RUISELEDE,0.102601,-0.0933915,0.302187,0.391165,0.00573259,-0.37237,0.326068,0.00249901,-0.124172,-0.619063,-0.114265,0.0339747,-0.229034,0.082469,-0.138844
9550-HERZELE,0.20983,-0.197564,0.242747,-0.484347,-0.28061,-0.368284,-0.00130661,-0.0526134,-0.542777,-0.110862,-0.0721162,-0.175221,0.0205103,-0.0434169,0.247327
8560-MOORSELE,0.186061,0.402627,0.324929,-0.281568,-0.418389,-0.0779927,0.565971,0.162262,0.138309,-0.0449305,-0.220094,-0.033432,-0.00426127,0.115688,0.080741
3300-TIENEN,-0.0195477,-0.0765382,0.000815886,-0.25655,0.220256,-0.246855,0.0816359,0.817082,-0.146544,0.071155,0.034442,0.221229,-0.022441,0.117032,0.230948
2980-ZOERSEL,-0.0381462,0.108006,-0.135165,-0.365108,-0.167465,0.275496,-0.223728,0.177545,-0.419763,-0.302202,-0.202127,0.0544406,-0.564958,0.138613,0.00704341
2390-OOSTMALLE,0.216399,0.155338,-0.109703,-0.388435,0.0180545,0.213356,-0.408893,0.124957,-0.337022,-0.315609,-0.0339331,0.0694854,-0.489003,0.277196,0.0483331
3360-KORBEEK-LO,0.0647496,0.0270154,-0.00817443,-0.259033,0.105165,-0.126921,0.0447514,0.793764,0.225792,-0.25282,0.0465202,-0.0115809,0.0352402,0.132777,0.364158
3960-BREE,-0.160646,-0.383288,0.101221,0.10813,-0.0018266,-0.342077,-0.0729741,-0.0907382,-0.161162,-0.202173,0.00159669,-0.182539,-0.640911,-0.125401,0.384844
1935-ZAVENTEM (CORPORATE VILLAGE),0.410055,-0.0706566,-0.0906483,0.218117,-0.181619,-0.18388,0.00641532,0.462373,0.473028,-0.090034,0.292413,0.0263404,-0.239722,0.0355931,0.337118
8210-ZEDELGEM,0.336903,0.0991515,0.413717,0.184381,0.054776,-0.158779,0.0887091,0.28827,-0.21754,-0.224295,-0.0652481,-0.35371,-0.361565,0.407051,-0.17002
9940-SLEIDINGE,0.427401,-0.000752983,0.266978,-0.23616,0.226931,-0.304226,-0.0350945,0.187137,-0.171552,-0.444355,-0.414451,0.277446,0.0676734,-0.132543,0.110462
Regio Beringen - Tessenderlo,-0.406141,-0.0740873,0.177936,-0.015095,-0.102988,-0.36212,-0.0605714,0.328181,-0.130686,-0.183226,0.305451,0.107525,-0.577879,-0.23381,0.0209269
2540-HOVE,0.279066,-0.000317543,-0.264105,-0.326116,-0.564561,0.331449,0.14895,0.290521,-0.231811,-0.0647239,-0.0777451,0.131743,-0.334481,-0.132446,0.00991999
